restaurant_name,googlemap_name,address,rating,review_count,price,category,image
대명꼬기 신촌,대명꼬기,서울특별시 서대문구 명물길 27-15,4.4,158.0,"₩10,000~20,000",한식 고기구이 레스토랑,https://lh5.googleusercontent.com/p/AF1QipOTQKz9aQbfwejQyEhzO2hxURPO48tWoFTLzn3m=w408-h306-k-no
신촌영양센터,신촌영양센터,서울특별시,4.3,124.0,"₩10,000~20,000",음식점,https://lh5.googleusercontent.com/p/AF1QipMvVEiwiYqbraQkIAyLAMJVK_p1RywAulcSTwgX=w426-h240-k-no
가마마루이라멘 신촌,가마마루이라멘,서울특별시 서대문구 성산로22길 4,4.3,543.0,"₩10,000~20,000",일본라면 전문식당,https://lh5.googleusercontent.com/p/AF1QipMj-40zwfA10eWT2t63FaVrJ2_jpy6AOiXHfbxo=w408-h306-k-no
키친31 신촌,키친31,서울특별시 서대문구 연세로4길 52 1층,4.5,45.0,"₩40,000~50,000",일본 음식점,https://lh5.googleusercontent.com/p/AF1QipPSb_zT60GPX9Q-Wg9LuWSI4fDTAJanz4kyI1o=w408-h510-k-no
형제갈비 신촌,형제갈비,서울특별시 서대문구 명물1길 2,3.8,971.0,₩₩,갈비 전문 음식점,https://lh5.googleusercontent.com/p/AF1QipMTmy3IO4WU771WEQOqtFLtNzw_Q__1EPhdQj39=w408-h306-k-no
금고기비스트로 신촌,금고기비스트로 신촌,서울 서대문구 연세로5가길 13,4.1,9.0,,한식당,https://lh5.googleusercontent.com/p/AF1QipNFe6EMM_S7r7r1WmuZyKFTKjLK1DmzsG80bh8x=w408-h544-k-no
신촌고기창고,신촌고기창고,서울특별시 서대문구 연세로7길 34-4,4.5,6.0,"₩30,000~40,000",한식 고기구이 레스토랑,https://lh5.googleusercontent.com/p/AF1QipP0CiAMMxwHmR7a7ZgvTObK_f4qzOT9u5tKtX-H=w408-h306-k-no
양푼이주막 신촌,양푼이주막,서울특별시 서대문구 연세로9길 26,4.0,30.0,,음식점,https://lh3.googleusercontent.com/xNrvtKKxbPwWBEqWnSBLGdRexSdLz-Wyi6dqZ7PWEIax0ojS4fvwVoxQUAoYaU7Y=w408-h306-k-no
남도벌교음식점 신촌,남도벌교음식점,서울특별시 서대문구 신촌역로 16,4.1,29.0,,해산물 요리 전문식당,https://lh5.googleusercontent.com/p/AF1QipMZ3bqiCMdxFb90njYj8FDp87y83bX5bfPmYBol=w408-h544-k-no
정통집 신촌본점,정통집 신촌본점,서울특별시 서대문구 연세로9길 7,3.9,146.0,"₩10,000~20,000",한식 고기구이 레스토랑,https://lh3.googleusercontent.com/1GwvvWhNtiPAJL0QOqpbx2HZvIckmanY8h9r7pvtgJDrYh9drkMTolr_31pGJRi-wg=w408-h306-k-no
싸움의고수 신촌점,싸움의고수 신촌점,서울특별시 서대문구 명물길 20,3.8,283.0,"₩1~10,000",한식당,https://lh5.googleusercontent.com/p/AF1QipONU2N2eu1T8mOPAw4-zYEEawztQtOaGLTA9nOm=w408-h306-k-no
다성 신촌,다성,서울특별시 서대문구 신촌로11길 6,3.6,153.0,"₩100,000 이상",음식점,https://lh5.googleusercontent.com/p/AF1QipMA7VACx4wakNgPCMXdEGawWRKJFh4VxeCAh9ln=w426-h240-k-no
신촌부대찌개,신촌부대찌개,서울특별시 서대문구 연세로 3-5,3.8,125.0,,음식점,https://lh6.googleusercontent.com/VcrDN8EjH4MS8qIm3WviyCxRqujwOd-N_--h5sE3_JA_MV3vyimYytqkMNpERjfPqQ=w408-h306-k-no
신촌고기랑,신촌고기랑,서울특별시 서대문구 연세로5다길 16,4.1,12.0,"₩30,000~40,000",한식 고기구이 레스토랑,https://lh5.googleusercontent.com/p/AF1QipMr_OHDCP8SCsr2vP7bsyHlO_GZaqlvQUrOUr3q=w408-h393-k-no
"육회, 꽃피다 신촌","육회, 꽃피다",서울특별시 서대문구 신촌동 명물길 46,4.8,5.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipOKQQgFsz2yZpIu6n5Xc9ITtcNRRf_sVMktQdQi=w408-h306-k-no
비아37 신촌,비아37,서울특별시 서대문구 이화여대길 77-1 비아37,4.4,93.0,,이탈리아 음식점,https://lh5.googleusercontent.com/p/AF1QipOYa5AZkODr8km8jxyS3dZW8ACdeWM-UHMrxnZD=w408-h544-k-no
나이스샤워 신촌,나이스샤워,서울특별시 서대문구 연세로 35 2층,4.0,85.0,"₩10,000~20,000",튀김덮밥 전문점,https://lh5.googleusercontent.com/p/AF1QipPtKG2bRzGQtLpWS_obAvaEp0MdhlJCEBUyF9ub=w408-h306-k-no
다발김치찌개 신촌,다발김치찌개,서울특별시 서대문구 창천동 52-5,4.1,141.0,"₩1~10,000",한식당,https://lh5.googleusercontent.com/p/AF1QipOqmfoOWmy1TifsEAvIL1O2z6CNk_fid9qjuZpm=w408-h408-k-no
신촌간이회집,신촌간이회집,서울특별시 서대문구 신촌동 연세로5다길 22-2,3.7,117.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipOnlSYGFgbof-ZDdk6F2HgJITChfp8wLTGtaw6p=w408-h408-k-no
네이버후드 신촌,네이버후드 신촌,서울특별시 서대문구 연세로7안길 41,4.3,235.0,"₩10,000~20,000",술집,https://lh5.googleusercontent.com/p/AF1QipP66t8M42BzW7roB13v9YqIxt3Yjq3cmZM43jZp=w408-h306-k-no
오늘통닭 신촌직영점,오늘통닭 신촌직영점,서울특별시 서대문구 창천동 52-5,4.0,197.0,"₩20,000~30,000",치킨 전문점,https://lh5.googleusercontent.com/p/AF1QipNOz3Ze887P9c0yHzMmDMIYPdoH4hqpsObgcEH_=w408-h306-k-no
곱창이야기 신촌,곱창이야기,서울특별시 서대문구 연세로7안길 2,3.9,164.0,"₩30,000~40,000",음식점,https://lh5.googleusercontent.com/AFGo4zKjKcVhX3TZefqnxeM4W8IiRfa5fFCvAHQYEN9s3aDHFu5fm5b6_RSx_cCM=w408-h306-k-no
소도적 신촌,소도적,서울특별시 서대문구 연세로12길 18,4.3,195.0,,한식 고기구이 레스토랑,https://lh5.googleusercontent.com/p/AF1QipN6hPpvnhAUI9Jpy1X048sh4dy0-GQzM9O0Ve7t=w408-h306-k-no
김덕후의 곱창조 신촌점,김덕후의 곱창조 신촌점,서울특별시 서대문구 연세로7안길 18,4.2,88.0,,곱창구이 전문점,https://lh5.googleusercontent.com/9m3eqYm1CC6hDSmM5DGaoS37-0c8tEv6jYH4B7PMCySXWe_WHw53lurvBS8tO12g=w408-h306-k-no
신촌귀일만두,신촌귀일만두,서울특별시 마포구 신촌로 108,4.3,19.0,"₩1~10,000",만두 전문점,https://lh6.googleusercontent.com/gptxxteXVxjAhYgPEnEgbfGSoVKe4tKSjlCFVL3LhS7JYAEfhJSwl8jEfnt6WnYZ=w408-h306-k-no
육쌈냉면 신촌점,육쌈냉면 신촌점,서울특별시 서대문구 연세로 19 지하 1층,3.5,347.0,"₩1~10,000",냉면 전문점,https://lh5.googleusercontent.com/p/AF1QipOEhy2O4afmBkmvRLXqogkBistDCIpsvCUg7o7F=w408-h544-k-no
댄싱홍콩 신촌,댄싱홍콩,서울특별시 서대문구 연세로12길 37-4,4.2,42.0,"₩10,000~20,000",중국 음식점,https://lh5.googleusercontent.com/p/AF1QipMOZmhuw8GZ8PZ0e5skpDBCLbA_VxxqThlNxbQX=w408-h531-k-no
영미김밥 신촌,영미김밥,서울특별시 서대문구 대현동 110-7,4.3,33.0,"₩1~10,000",김밥전문점,https://lh5.googleusercontent.com/p/AF1QipOXKSJMirUTN34xmfCb7PFz1z-tPUkL1-OJeso=w408-h306-k-no
대성이네 신촌,대성이네,서울특별시 서대문구 연세로5나길 33,3.9,62.0,"₩10,000~20,000",찜닭 전문점,https://lh5.googleusercontent.com/p/AF1QipN0ewD__98RwRrXxxQpa09HRQanZirhqVqgfxfh=w408-h544-k-no
김판석초밥 신촌,김판석초밥,서울특별시 서대문구 신촌동 연세로9길 37 102호,4.4,50.0,"₩20,000~30,000",스시/초밥집,https://lh5.googleusercontent.com/p/AF1QipN91gN2FMHpfuGaZ0VmXmZtnUnaM90GCZEZofpU=w426-h240-k-no
미도 매운향솥 신촌,미도 매운향솥,서울 서대문구 연세로11길 25,4.3,46.0,"₩10,000~20,000",중국 음식점,https://lh5.googleusercontent.com/p/AF1QipNSH-c9OnLBwccBpSFbw1qJhv5ieERWhJrUoL61=w408-h544-k-no
지오짱조개구이 신촌,지오짱조개구이,서울특별시 서대문구 연세로5가길 15 1층,4.0,132.0,"₩20,000~30,000",조개구이 전문점,https://lh5.googleusercontent.com/p/AF1QipORMyFnGXW-2u2GOTkQ28bO2_9WHYQKCsPlmIQ3=w408-h306-k-no
현명식탁 신촌,현명식탁,서울특별시 마포구 명물길 32 준성빌딩 2층,3.9,36.0,"₩20,000~30,000",음식점,https://lh5.googleusercontent.com/p/AF1QipOprYg-Fs04-FUUfOHZ5l6I--qZu7c6hseQQGra=w408-h306-k-no
신촌갈비굼터,신촌갈비굼터,서울특별시 마포구 노고산동 54-3,4.0,86.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipOeFWJ1qKh0pU37yJdzey2KQB5VImN2J07LOcC4=w493-h240-k-no
미스타교자 신촌 직영점,미스타교자 신촌 직영점,서울특별시 서대문구 연세로5다길 46,3.9,9.0,"₩10,000~20,000",일본 음식점,https://lh5.googleusercontent.com/p/AF1QipOJPp9B9tIa2E8ISIStpQJOi_A-iby8PGCeB6Iz=w408-h306-k-no
콩불 신촌연세대점,콩불 신촌연세대점,서울특별시 서대문구 창천동 52-3,3.9,126.0,"₩10,000~20,000",음식점,https://lh5.googleusercontent.com/p/AF1QipMmCNah7Ul4S8Tk4A3OBzLIPn2bUxaiWr26zC4y=w408-h544-k-no
사누끼우동 신촌본점,사누끼우동 신촌본점,서울특별시 서대문구 명물길 72 1 층,5.0,2.0,,우동 전문점,https://lh5.googleusercontent.com/p/AF1QipMsnDp7SaMp96xrZy2x_g_g-2EPxKUqbcUNQkvQ=w408-h252-k-no
히우카우 신촌,히우카우,서울특별시 서대문구 연세로4길 61,4.4,23.0,,태국 음식점,https://lh5.googleusercontent.com/p/AF1QipOXBEqBw9W6wVQywK3w60fTDKgLAr2fjhUt_e8=w408-h372-k-no
아웃닭 신촌역점,아웃닭 신촌역점,서울특별시 서대문구 연세로4길 19 1층,4.1,93.0,"₩10,000~20,000",치킨 전문점,https://lh5.googleusercontent.com/p/AF1QipPR-MN-B7YRbIoECVKA7USxVRj1-HBK541oT9VZ=w426-h240-k-no
신촌양꼬치,신촌양꼬치,서울특별시 서대문구 연세로9길 20,4.0,20.0,,양고기 바베큐 전문점,https://lh4.googleusercontent.com/BGq1GuhfMHovimo1jyxLFDHfLamFSbvYmTJZYG6Lj3A8lsM8j56oAWqdEKFOPZpQ=w408-h306-k-no
이석덕생면파스타 신촌,이석덕생면파스타,,3.5,74.0,"₩10,000~20,000",이탈리아 음식점,https://lh5.googleusercontent.com/p/AF1QipMOO7k8ItT2YeG8voBCofVSELb99mOTuAd-1pBz=w408-h306-k-no
청진동해장국 신촌점,청진동해장국 신촌점,서울특별시 마포구 노고산동 57-20,3.8,311.0,"₩1~10,000",한식당,https://lh5.googleusercontent.com/p/AF1QipO2JhmLNZT0wijYQrAJgNMYzUwJ0BN7w960NwZS=w408-h306-k-no
신촌즉석생우동,신촌즉석생우동,서울특별시 마포구 용강동 대흥로 38,4.4,260.0,"₩1~10,000",우동 전문점,https://lh5.googleusercontent.com/p/AF1QipOgnSwKnB3Y2zclgBRd36LhoRBH7ET0tXLwRYsH=w426-h240-k-no
연남서식당 신촌,연남서식당 신촌,,5.0,2.0,,,https://lh5.googleusercontent.com/p/AF1QipPFnFzMKSp-1lDDUHPnpHK2wzdd0pj7QO45R0ky=w408-h306-k-no
하남돼지집 신촌점,하남돼지집 신촌점,서울특별시 마포구 노고산동 106-7,4.2,151.0,₩₩,삼겹살 전문점,https://lh5.googleusercontent.com/p/AF1QipNBGpk4y4-Am380uyBZ_RC1sprWsabhsZ4pqPnJ=w426-h240-k-no
효동각 신촌,효동각,서울특별시 서대문구 연대동문길 24,3.6,225.0,"₩1~10,000",중국 음식점,https://lh5.googleusercontent.com/p/AF1QipOWDTKYXGhqBsrGf4fS3XRNAv_RMii3wNc18mqI=w408-h544-k-no
조이버거 신촌,조이버거,서울특별시 마포구 서교동 신촌로12길 32,4.5,11.0,,햄버거 전문점,https://lh5.googleusercontent.com/p/AF1QipPHwZuyUGvXMnD70xfeHajoVMVL2mkBl6HFid8z=w408-h544-k-no
구이마을2호점 신촌,구이마을2호점,서울특별시 서대문구 창천동 33-25 1층,3.8,132.0,"₩10,000~20,000",한식 고기구이 레스토랑,https://lh5.googleusercontent.com/p/AF1QipO1bhMYLBZ-BY8iaR4Ro3bt_2h5u7Q4q3QgLwN3=w408-h862-k-no
육회지존 신촌2호점,육회지존 신촌2호점,서울특별시 서대문구 연세로9길 32,3.6,41.0,,한국식 소고기 전문 음식점,https://lh5.googleusercontent.com/p/AF1QipPcdPFOpKens0qr4YTEQNNajCoUuNQ5knSBQb98=w408-h306-k-no
신미불닭발 신촌,신미불닭발,서울특별시 서대문구 창천동 5-34,3.9,11.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipP_7sp1bnus0t2pKxqd8UlRj9932bjM8fb3UpMV=w408-h544-k-no
신촌세브란스병원 아워홈,신촌세브란스병원 아워홈,서울특별시 서대문구 신촌동,3.8,11.0,"₩10,000~20,000",음식점,https://lh5.googleusercontent.com/p/AF1QipNNqV931HUZP3jMnFrvwh9BnLNopswl2tCeRmwm=w408-h306-k-no
신촌 랑만,신촌 랑만,서울특별시 서대문구 연세로 13 유플렉스 11층,4.0,2.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipOmPIqpVyj0gmtTt82QS_X2D8YkmNjNdo9cHnfB=w408-h272-k-no
Le Petit Chef - Seoul 신촌,Le Petit Chef - Seoul,,5.0,1.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipOTwK8K0oGiMr_kAiAqh2j4d4bvMMthM6jKCqdn=w426-h240-k-no
타오 마라탕 신촌,타오 마라탕 신촌,서울특별시 서대문구 창천동 57-9,4.4,25.0,"₩10,000~20,000",중국 음식점,https://lh5.googleusercontent.com/p/AF1QipMbaE4TfEWHtceFuvESSu-rS2Tcv5iyj9B7op6G=w408-h544-k-no
풍국면 현대백화점신촌점,풍국면 현대백화점신촌점,서울특별시 서대문구 신촌로 83 10층,4.5,8.0,"₩10,000~20,000",국수 전문점,https://lh4.googleusercontent.com/hZdyF2kijd6itzcCsq6c0-CngsdyFiTbQZuR_0ObU8EmLDi7lagw3Ee6aXIDw0I=w408-h408-k-no
신촌이게분식,신촌이게분식,서울특별시 서대문구 신촌동 신촌로 123,3.5,4.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipPx21F9qAtzN1jJ9hX1fJDAifQpEThDP1IRk6xg=w408-h544-k-no
신촌요이스시 이전한곳,신촌요이스시 이전한곳,서울특별시 서대문구 창천동 52-56,4.7,3.0,,스시/초밥집,https://lh5.googleusercontent.com/p/AF1QipP3EydDfN84ZYoHGx77ZfrZ1IiST_0kNz6ZUkrZ=w408-h544-k-no
장군닭갈비 신촌,장군닭갈비,서울특별시 서대문구 연세로9길 7 2층,3.9,31.0,"₩10,000~20,000",닭요리전문점,https://lh5.googleusercontent.com/p/AF1QipMIYd5ShPwX15W2XokbqxTiICfpU_PPzMNcdAL4=w408-h462-k-no
김광석신촌칼국수 이대직영점,김광석신촌칼국수 이대직영점,서울특별시 서대문구 명물길 70 1층,4.0,12.0,"₩10,000~20,000",칼국수집,https://lh5.googleusercontent.com/p/AF1QipOGSAsJfyvVg2TnDzGXypARE-_h9jLhwwR-oXVf=w408-h306-k-no
계백집 현대백화점신촌점,계백집 현대백화점신촌점,서울특별시 서대문구 신촌동 신촌로 83 현대백화점 신촌점 B1F,4.3,8.0,"₩10,000~20,000",샤브샤브 전문점,https://lh5.googleusercontent.com/p/AF1QipNG8fXKx3mNjlPtPLptYPM9sxx12UMKzNNPxMKA=w408-h306-k-no
춘천집닭갈비 본사직영 철판구이 신촌,춘천집닭갈비 본사직영 철판구이,,3.6,144.0,"₩10,000~20,000",닭갈비전문점,https://lh5.googleusercontent.com/p/AF1QipNPSo4Y4__FUdGhFYE11eMQedrDue-XhzEGdy9g=w427-h240-k-no
신촌기사식당,신촌기사식당,서울특별시 강서구 방화대로 408 세원빌딩 1층,3.7,417.0,"₩1~10,000",한식당,https://lh5.googleusercontent.com/p/AF1QipP416Aq2ewuBcWWjMEuzyMsCriAv4n87rlKWrwJ=w408-h306-k-no
1970새마을포차 신촌,1970새마을포차 신촌,서울특별시 서대문구 세로5가길 8 3 2층,5.0,3.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipM0a62jyTCX0X-nv68iUZVB85q-2E0-p5vOzROv=w408-h544-k-no
홍콩식당 태흥빙실 신촌,홍콩식당 태흥빙실,서울특별시 서대문구 창천동 2-33,3.8,4.0,"₩10,000~20,000",중국 음식점,https://lh5.googleusercontent.com/p/AF1QipPn-NhdGQT3hJm-qosYT-jUgD7mhJOkxtZKxvFN=w532-h240-k-no
이나 닭강정 신촌,이나 닭강정,서울특별시 서대문구 연세로4길 67 KR 서울특별시 서대문구 번지 1층 이나 닭강정,3.2,6.0,,치킨 전문점,
돈노코돈먹기 이대점 신촌,돈노코돈먹기 이대점,신촌역로 43 KR 서울특별시 서대문구 창천동 4-77 2층,4.0,11.0,,삼겹살 전문점,https://lh5.googleusercontent.com/p/AF1QipPbs1Y7CZk4PxX5_4zfY1ao54b1KgSRFBapBIUY=w408-h544-k-no
써브웨이 신촌로데오점,써브웨이 신촌로데오점,서울특별시 서대문구 연세로 23,4.1,239.0,"₩1~10,000",샌드위치 가게,https://lh6.googleusercontent.com/kyaMRrMRzWcBh-y4rDvRLZugaOVgxGz2BdkO5uiE0agH6sOA08JZQrg8BejuNqkTrQ=w408-h306-k-no
신촌관,신촌관,번지 3호 4 KR 서울특별시 서대문구 창천동 33-18 5층,4.5,4.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipPSw5qDlzvb3xSQVOfIKAKSs9B_YJKZ2Zdnlng=w408-h544-k-no
홍콩반점0410 신촌2호점,홍콩반점0410 신촌2호점,서울특별시 서대문구 명물길 26,4.0,15.0,"₩1~10,000",중국 음식점,https://lh5.googleusercontent.com/p/AF1QipMAvuqvLppFwz1dkYdimJrAPbzF94Qfs84eFoND=w408-h408-k-no
기중상점 신촌,기중상점,서울특별시 서대문구 창천동 52-94번지 2층,4.3,4.0,,포장마차,https://lh5.googleusercontent.com/p/AF1QipMDDdNxIDh-crsbv2prlNbFdnda0LwPuP5RYvlQ=w408-h544-k-no
오빠네 옛날떡볶이 신촌,오빠네 옛날떡볶이,"22-7, 연세로5다길 신촌동 서대문구 서울특별시",3.7,29.0,"₩1~10,000",간이음식점,https://lh5.googleusercontent.com/p/AF1QipMnT2pNACb-S9YB1lJsnujHbpNvdT6ZPWl5PrXp=w408-h408-k-no
홍호아 신촌점,홍호아 신촌점,서울특별시 서대문구 신촌역로 22-6 한국증권신문빌딩 1층,,,,음식점,https://lh5.googleusercontent.com/p/AF1QipPXrBYQVv77EBQguTARXM8fi2isr9efl3XrOtGW=w408-h544-k-no
랑빠스81 신촌,랑빠스81,서울특별시 마포구 동교로30길 17-1,4.2,259.0,₩₩₩,프랑스 음식점,
피자보이시나 신촌점,피자보이시나 신촌점,서울특별시 서대문구 창천동 5-63번지,4.5,11.0,"₩10,000~20,000",피자 전문점,https://lh5.googleusercontent.com/p/AF1QipNwGLfpTbnUCNgFMZsajH6JWf5EyAnP-hSvC8lk=w426-h240-k-no
중화가정신촌명물길점,중화가정신촌명물길점,창천동 18-1번지 2층 서대문구 서울특별시 KR,3.5,6.0,,음식점,https://lh6.googleusercontent.com/fSGgU5WsD6oagwsgS2_lGnqRtpROspcij_f7X0zXoUQ-MBZovh9mm1vmZC-NHmcgSA=w408-h306-k-no
한신포차 신촌,한신포차 신촌,,3.8,188.0,₩₩,음식점,https://lh5.googleusercontent.com/p/AF1QipMdAmCQxDJwJCDlpfi50HDDOapRdWlk83T6hvDw=w408-h306-k-no
김진호호떡 신촌세브란스점,김진호호떡 신촌세브란스점,서울특별시 서대문구 연세로 50-1,3.0,2.0,,음식점,https://lh5.googleusercontent.com/p/AF1QipOAPJ9pzsBqeJ_HMys6Pz8eS-wlp9Bd01D7dob7=w408-h306-k-no
스테프핫도그 신촌세브란스병원점,스테프핫도그 신촌세브란스병원점,서울특별시 서대문구 신촌동 연세로 50-1 세브란스 연세암센터 아케이드B1,3.0,1,N/A,핫도그 전문 레스토랑,https://lh5.googleusercontent.com/p/AF1QipO_ariZuHoqlrJgjnY7zHePhYOREMkeNoUbbjmx=w408-h544-k-no
툭툭누들타이 신촌,툭툭누들타이,서울특별시 마포구 성미산로 161-8,4.1,1449,"₩20,000~30,000",태국 음식점,https://lh5.googleusercontent.com/p/AF1QipPS9gFbZUZU60M-c7CV2ulT4KtLW_MxjDev0KWR=w408-h306-k-no
북촌손만두 신촌 2 지점,북촌손만두 신촌 2 지점,N/A,4.3,12,₩₩,만두 전문점,https://lh5.googleusercontent.com/p/AF1QipNrWz3aiFyQSr9VLB15fUoKG1JEbJsHaix8lWYo=w408-h544-k-no
